    2.213733     2.654345     1.373621     1.734154     1.074574
    4.456259     4.523787     3.739338     4.829518     6.737015
    2.076292     2.305100     2.833180     3.214385     4.494184
    3.040035     4.092300     1.689965     2.614128     4.879247
    2.595216     2.349200     1.481834     2.316229     3.461678
    1.873243     1.250665     1.520550     0.617629     1.827337
    2.008431     1.829168     2.417420     1.840009     4.044854
    2.491409     3.573627     1.106783     1.852925     4.364297
    2.649611     4.472066     0.402128     2.793534     5.415003
    1.996137     2.547508     0.889966     1.889115     2.917643
    3.872978     3.457143     3.916833     3.727461     4.317402
    2.335209     2.062323     2.282653     2.044303     2.878600
    3.442310     3.455390     2.229962     3.115326     5.402850
    3.468788     2.675816     5.545206     4.219855     2.720499
    2.475846     3.260744     3.063761     1.527171     2.856491
    2.534938     3.163893     1.438240     2.377232     3.079403
    2.705584     2.884377     0.816235     2.162925     2.914299
    2.381719     2.618694     4.107662     2.044145     1.662637
    2.658511     2.988972     1.656740     2.709159     2.456543
    2.265438     1.845337     1.819452     3.611855     3.479347
    2.908171     3.054346     3.465403     2.378419     4.582663
    3.474383     2.504709     2.772924     3.572578     3.968294
    2.026256     1.876913     1.001776     2.691529     3.132910
    2.422395     3.576090     2.477209     3.119347     5.766286
    0.653837     1.850054     2.231968     1.132451     2.390066
    3.008929     2.538326     2.473319     2.484773     2.570106
    2.018563     2.879752     3.021108     3.444796     3.096155
    2.513824     3.239059     2.538796     2.630348     3.506015
    1.191390     1.821199     0.144175     1.579634     3.891252
    2.555706     2.368418     2.117982     2.409977     4.510457
    2.342675     2.506688     2.602164     1.791301     4.640940
    2.643630     1.894324     3.154859     2.199330     2.120526
    2.194172     3.009519     2.662941     2.993937     2.535240
    1.169352     2.010472     1.013566     2.052055     2.510243
    3.067832     3.649791     2.251684     3.572413     2.040326
    3.432831     3.768990     1.594559     3.575563     3.526370
    3.935347     4.163774     3.200116     2.871779     4.796133
    2.445287     3.390228     0.904716     2.059977     4.124188
    3.662645     3.702474     3.574977     2.921196     3.921132
    2.364166     1.452281     0.182084     1.230663     4.612903
    1.275318     1.331872     0.295640     0.197292     2.609242
    2.950295     2.539686     0.876579     4.040092     4.231554
    2.938331     3.133222     1.189509     2.186799     3.950840
    3.040042     3.770145     3.090973     2.427281     2.524297
    2.000977     2.418181     1.827308     2.936471     2.807460
    2.163446     3.451817     3.259193     2.120430     2.790629
    1.400982     1.674911     2.136485     2.534187     2.553659
    3.922786     3.980526     1.808586     3.166193     4.784957
    2.075044     2.351754     2.810879     2.477024     2.826203
    2.272347     2.656844     2.461202     3.030768     3.737420
    3.112783     2.906581     2.716909     2.843423     4.669602
    3.006717     4.183067     2.542351     3.180709     4.494337
    3.170846     3.190557     1.383150     3.739252     3.842399
    2.405386     4.413234     1.436368     2.057894     3.359766
    2.768838     3.521615     2.611294     2.969392     5.317966
    3.084953     2.756211     2.898350     2.079217     2.909655
    2.353159     1.942764     3.281297     2.249676     1.805392
    3.424031     2.767231     1.801897     3.012510     3.308157
    1.488750     1.881471     1.071224     1.579866     0.657614
    1.830247     2.928415     0.894700     1.817447     3.545712
    3.394530     4.210846     2.307471     2.700474     5.254730
    2.383678     3.484865     2.721793     3.393903     2.897639
    2.957728     3.150844     2.691229     3.479511     4.608106
    2.141068     1.777449     2.444697     1.856809     3.980385
    0.988090     2.838388     2.051506     1.229406     3.024864
    1.911954     2.073715     3.662324     2.240692     3.352135
    2.084544     1.413498     1.674919     2.222306     2.166411
    2.908717     3.678467     3.311545     3.365147     3.392560
    2.347557     2.336741     3.409473     2.640492     4.032479
    3.650927     2.979754     4.346369     2.449256     2.942171
    2.557902     2.711934     2.506387     3.722249     4.449652
    3.046581     2.910339     3.015332     3.824274     2.540439
    1.368883     1.806004     0.034745     2.149607     3.808098
    1.449870     2.309977     2.177426     0.860600     3.283888
    2.398345     2.600623     0.731871     2.901987     3.312607
    1.658453     2.134887     2.089220     0.795704     0.867379
    3.535259     4.503954     2.684886     2.686759     3.755908
    3.575325     2.725409     2.780682     2.843925     4.493134
    1.703214     1.437226     1.459391     0.859900     1.566000
    3.724574     3.827382     1.018846     3.438759     4.610143
    2.354126     3.415433     1.716770     2.599397     2.514226
    1.658004     1.579701     0.200336     2.252083     3.073898
    2.694406     3.273429     1.482850     2.641063     4.207794
    2.724234     3.089640     2.084492     2.264239     4.058074
    1.039168     0.994926     0.483590     2.117315     2.219012
    2.553014     2.626684     3.690396     2.598761     2.317149
    2.210302     3.069297     1.202911     1.461520     2.901980
    3.317068     3.240740     1.251379     2.594237     3.274295
    1.916833     2.689512     1.581684     1.766037     4.327097
    3.973144     4.280278     2.271674     2.755498     3.574141
